gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	gene_type
ENSG00000170088.14	1673.08732245354	-2.25047776161504	0.207891191855052	1.21891059544214e-28	2.01645524637149e-26	TMEM192	protein_coding
ENSG00000152782.16	1992.29325058666	-3.66829374769545	0.335586434306746	1.270755418176e-28	2.09067194980461e-26	PANK1	protein_coding
ENSG00000168237.18	3169.794797945	-4.02924446487442	0.369747473757281	1.74159806418434e-28	2.81884707220928e-26	GLYCTK	protein_coding
ENSG00000131069.20	3402.55668598986	-2.5210404021239	0.233335345865011	1.95906721913797e-28	3.12023136928981e-26	ACSS2	protein_coding
ENSG00000109667.12	412.983924951571	-4.31712342593171	0.397904522821108	2.58411673650052e-28	4.07549409782146e-26	SLC2A9	protein_coding
ENSG00000137513.10	561.400177282301	-1.70070578076513	0.157615412836992	2.5860597755271e-28	4.07549409782146e-26	NARS2	protein_coding
ENSG00000133835.17	8278.28410665222	-2.63494576392189	0.245164006306347	4.18478830021672e-28	6.42590338837893e-26	HSD17B4	protein_coding
ENSG00000107537.14	8576.3298570538	-3.68707878830587	0.340957988878189	4.57441868202933e-28	6.95288419269057e-26	PHYH	protein_coding
ENSG00000197894.11	6317.6006289197	-1.89033036251787	0.176820652252364	5.78950930771075e-28	8.7113204623509e-26	ADH5	protein_coding
ENSG00000164466.13	3165.58222126689	-2.22081144910542	0.208097224048787	6.33475064291341e-28	9.48407192503781e-26	SFXN1	protein_coding
ENSG00000183044.12	11619.1534254493	-4.80200032412929	0.447882663468933	7.40514844276935e-28	1.09768494961308e-25	ABAT	protein_coding
ENSG00000187824.9	1560.02131896576	-4.21757732033326	0.392276850697495	7.89390174407314e-28	1.16436995035853e-25	TMEM220	protein_coding
ENSG00000004866.22	1026.17993890965	-1.6732933320443	0.156513481606097	7.95173010230443e-28	1.16715026692795e-25	ST7	protein_coding
ENSG00000137491.15	5991.75802023105	-4.10006130736303	0.382692300635553	1.24871562871209e-27	1.81506272187019e-25	SLCO2B1	protein_coding
ENSG00000179636.15	72.6433821174543	-5.16673646854952	0.485623249701384	1.27363632422166e-27	1.84234263073281e-25	TPPP2	protein_coding
ENSG00000168306.13	3501.8321764419	-5.70725633645554	0.539650431654417	1.31907741367769e-27	1.89890072104573e-25	ACOX2	protein_coding
ENSG00000143149.12	4440.01315467439	-2.17864492426035	0.20664892592371	2.49397465089334e-27	3.47335269635811e-25	ALDH9A1	protein_coding
ENSG00000074935.14	797.576203358611	-2.61855177366269	0.248105649310939	3.26160557435761e-27	4.50056477940046e-25	TUBE1	protein_coding
ENSG00000095203.14	2211.7754897945	-3.70347451948239	0.348421592550311	3.34710782909969e-27	4.59736007920789e-25	EPB41L4B	protein_coding
ENSG00000159200.18	3785.52910266099	-3.88028556654993	0.365432823215178	3.70206935784512e-27	5.01588519375368e-25	RCAN1	protein_coding
ENSG00000143028.9	176.348574827644	-4.09451619043319	0.386511479488197	4.53807465199177e-27	6.09343360110268e-25	SYPL2	protein_coding
ENSG00000116171.19	17135.4946716488	-3.02085492815466	0.286075031765295	5.02403439544335e-27	6.685984973456e-25	SCP2	protein_coding
ENSG00000148943.12	1509.15245680739	-1.55796564509393	0.148177653460538	6.58350250538642e-27	8.68413284223725e-25	LIN7C	protein_coding
ENSG00000130222.11	2800.42970592541	-4.59936994436324	0.437533515521055	8.12615160182768e-27	1.06253867866169e-24	GADD45G	protein_coding
ENSG00000176974.20	9715.94519059042	-3.8876609890129	0.369203578072749	9.47257940273451e-27	1.2278677275155e-24	SHMT1	protein_coding
ENSG00000147100.11	2613.25497319139	-3.59771710540975	0.341782744095115	9.93009281057711e-27	1.2816240044272e-24	SLC16A2	protein_coding
ENSG00000106049.9	3458.47911433947	-2.53792672188339	0.243299169628876	1.08015528470459e-26	1.38811543733517e-24	HIBADH	protein_coding
ENSG00000183077.15	2972.88335874893	-2.04841685984915	0.197568914773188	1.58992279158106e-26	2.01724822662338e-24	AFMID	protein_coding
ENSG00000116761.12	1366.38201493945	-4.64065530264023	0.445338128055367	2.06650849529477e-26	2.61086345462495e-24	CTH	protein_coding
ENSG00000087258.16	838.984438192238	-4.5312739589912	0.434802671341852	2.21281492016861e-26	2.76093999547214e-24	GNAO1	protein_coding
ENSG00000285854.1	6.36286356410055	-5.51815497925233	0.535024269542918	2.6354188350457e-26	3.26084075114766e-24	AC010197.2	protein_coding
ENSG00000111275.13	29803.5047941438	-4.04281899882038	0.388661271318055	3.49665999569502e-26	4.29100369881542e-24	ALDH2	protein_coding
ENSG00000198948.12	777.290859892142	-4.26819298009661	0.411162540277316	3.96304269814611e-26	4.82379624026784e-24	MFAP3L	protein_coding
ENSG00000135547.9	211.601093785621	-2.52225128304298	0.245460573990943	5.3792770873959e-26	6.44286775311582e-24	HEY2	protein_coding
ENSG00000078747.16	2616.4779392875	-1.45724708638311	0.141911771211581	1.06147387076172e-25	1.23672031565052e-23	ITCH	protein_coding
ENSG00000139597.18	1251.23258696241	-2.85139745225773	0.278303775502835	1.10875984818103e-25	1.2868060517087e-23	N4BP2L1	protein_coding
ENSG00000127884.5	19624.6674497762	-3.19557124165211	0.311198596585391	1.23400619043427e-25	1.41631053810811e-23	ECHS1	protein_coding
ENSG00000116704.8	3363.48168005351	-3.11008406986415	0.30317440120985	1.27881730530217e-25	1.46151246460545e-23	SLC35D1	protein_coding
ENSG00000083807.10	11841.0882982547	-5.77316566148838	0.570320630689323	1.33336722678973e-25	1.51231116938503e-23	SLC27A5	protein_coding
ENSG00000157326.19	536.543793463568	-2.56866324273892	0.25202468510874	1.34515747693513e-25	1.51992642761768e-23	DHRS4	protein_coding
ENSG00000169919.17	4848.5269871719	-1.49183548725827	0.145710227641082	1.35216456753801e-25	1.5221001370598e-23	GUSB	protein_coding
ENSG00000166821.9	669.716760533577	-2.29770073260379	0.226038874328044	1.35816897893404e-25	1.5231330987349e-23	PEX11A	protein_coding
ENSG00000152620.13	5472.79132818829	-3.53695248800408	0.344395429944751	1.43151201886389e-25	1.5934484899941e-23	NADK2	protein_coding
ENSG00000104205.16	307.940571589616	-1.79599304360262	0.176653912891841	1.62070979707007e-25	1.7973671649507e-23	SGK3	protein_coding
ENSG00000140876.11	154.411675900614	-2.68202245466568	0.263515255081514	1.79645924829114e-25	1.97762423792579e-23	NUDT7	protein_coding
ENSG00000089220.5	38040.2724995927	-2.65850226183091	0.261426251715682	1.90440026579881e-25	2.08114807148956e-23	PEBP1	protein_coding
ENSG00000117054.14	4638.16929634673	-2.60642428324035	0.25678731665625	2.16731076341418e-25	2.35129660104749e-23	ACADM	protein_coding
ENSG00000197885.11	374.176450204983	-2.19615927313081	0.217515702092994	2.61166945736733e-25	2.79290066292679e-23	NKIRAS1	protein_coding
ENSG00000100003.18	3398.45968590121	-3.99001944922261	0.391429820105805	3.08062396818266e-25	3.27103274749268e-23	SEC14L2	protein_coding
ENSG00000062282.15	3340.31148345627	-4.69076933457699	0.462015432464201	3.1755077735508e-25	3.33628874608532e-23	DGAT2	protein_coding
ENSG00000151726.15	23736.0299077612	-4.98007515450615	0.491868093985142	3.29684832541754e-25	3.4516618674118e-23	ACSL1	protein_coding
ENSG00000125166.13	9452.311585033	-2.71450830276004	0.268786023141208	4.18232137911199e-25	4.2887414059846e-23	GOT2	protein_coding
ENSG00000106633.17	129.385505557862	-5.85234530648801	0.58675528357842	5.30763713972309e-25	5.38734165677045e-23	GCK	protein_coding
ENSG00000139644.13	58741.9138554444	-1.65721317793224	0.165075021653407	7.4945156376294e-25	7.4062139187306e-23	TMBIM6	protein_coding
ENSG00000185875.13	623.698917178978	-2.03939383296063	0.204236897894363	8.14658996881202e-25	7.97167789006988e-23	THNSL1	protein_coding
ENSG00000174327.7	830.852276441541	-2.78709790033045	0.277546130254326	8.18823490572927e-25	7.98632956945445e-23	SLC16A13	protein_coding
ENSG00000157557.13	8161.28773936308	-2.58966330552672	0.258541490095537	8.25306347331386e-25	8.02342466173496e-23	ETS2	protein_coding
ENSG00000284779.2	3.9235960264534	-6.0118556006396	0.608053694202402	9.79317672745401e-25	9.4592609919405e-23	AC132217.2	protein_coding
ENSG00000134532.19	293.805411334386	-4.36976954760072	0.434682843246844	1.09271162130829e-24	1.05083524557575e-22	SOX5	protein_coding
ENSG00000181656.7	244.139884373964	-6.22292677702703	0.632605525503147	1.09494905861014e-24	1.05083524557575e-22	GPR88	protein_coding
ENSG00000204228.4	1144.5493196443	-2.17088294255379	0.218457733566243	1.30065374743244e-24	1.22856388515361e-22	HSD17B8	protein_coding
ENSG00000147155.11	2387.26881266204	-2.86384115561157	0.286411922558022	1.38602820987472e-24	1.30508939271317e-22	EBP	protein_coding
ENSG00000145703.16	4849.7427279979	-3.06457010119969	0.305994508173223	1.46354374606494e-24	1.3694653246382e-22	IQGAP2	protein_coding
ENSG00000132541.11	9627.1009349757	-3.83009886955052	0.381381858814999	1.47736805436343e-24	1.37809444398144e-22	RIDA	protein_coding
ENSG00000112304.11	1305.29615291111	-2.02012870798981	0.203587477509044	1.54527414846765e-24	1.43251219280392e-22	ACOT13	protein_coding
ENSG00000131979.20	1570.55313989779	-3.40606186621078	0.339762059927638	1.67457260970634e-24	1.54758418680361e-22	GCH1	protein_coding
ENSG00000117009.12	739.698368409309	-5.0584356172426	0.508196086581636	1.72093703441567e-24	1.58553900373872e-22	KMO	protein_coding
ENSG00000123453.18	3907.92997226757	-4.97471314492149	0.499422419673044	1.73490874940019e-24	1.59047516536612e-22	SARDH	protein_coding
ENSG00000171428.15	270.090419204841	-2.1956009981165	0.221577228948996	1.7369180745908e-24	1.59047516536612e-22	NAT1	protein_coding
ENSG00000170458.14	10089.9754940566	-3.92614043141261	0.391674286808578	1.75430054504121e-24	1.6014945493954e-22	CD14	protein_coding
ENSG00000135929.9	13684.7171021744	-4.32469633551468	0.432392819154257	1.87513614409307e-24	1.70143035038118e-22	CYP27A1	protein_coding
ENSG00000108187.16	5052.45721409752	-4.27372235499378	0.428117231805411	2.3362338480948e-24	2.1007162196247e-22	PBLD	protein_coding
ENSG00000104325.7	6835.52893497418	-2.37957655712894	0.241015815638962	2.7663168189372e-24	2.45064569554546e-22	DECR1	protein_coding
ENSG00000075234.17	5189.929787257	-2.38065930879512	0.241595986949481	3.35292379476443e-24	2.94418173567833e-22	TTC38	protein_coding
ENSG00000120437.9	1404.84579157919	-3.21667972186442	0.32425482227864	4.29630002246367e-24	3.7180379067234e-22	ACAT2	protein_coding
ENSG00000161813.22	2682.90011531312	-1.74454140209972	0.177686018595801	5.91489481598599e-24	5.03152543963262e-22	LARP4	protein_coding
ENSG00000107186.17	1997.65373600336	-2.99955789219277	0.30400850471608	6.0493349047725e-24	5.13130977488961e-22	MPDZ	protein_coding
ENSG00000143257.12	1067.59771655017	-5.40533447338416	0.552580557736029	6.49159351391733e-24	5.49089786969566e-22	NR1I3	protein_coding
ENSG00000154262.13	2000.29042313771	-5.21091518991561	0.531673751453742	6.7080908100661e-24	5.65803839791012e-22	ABCA6	protein_coding
ENSG00000083123.15	1417.13656831997	-3.08249969533267	0.313070937143328	8.05064904460603e-24	6.73353587549269e-22	BCKDHB	protein_coding
ENSG00000134042.14	123.875873811621	-3.94541869284973	0.401076977123068	1.13038853028713e-23	9.32430406677344e-22	MRO	protein_coding
ENSG00000204178.11	1901.41537024097	-1.84094712246417	0.189145851906402	1.19394346051799e-23	9.82149698854126e-22	MACO1	protein_coding
ENSG00000145476.16	4636.73955828075	-2.79870611684912	0.28661486540318	1.31619196689572e-23	1.07386201811331e-21	CYP4V2	protein_coding
ENSG00000102910.14	5528.20345191384	-1.98504270018978	0.204725503483045	1.49036988822194e-23	1.20040409736516e-21	LONP2	protein_coding
ENSG00000131943.18	1554.60202890505	-1.59567309776707	0.163673679710405	1.52818861524096e-23	1.22349068733048e-21	C19orf12	protein_coding
ENSG00000178301.4	272.769605502037	-3.31457217568066	0.338515997135103	1.63669299157305e-23	1.30686661991125e-21	AQP11	protein_coding
ENSG00000141338.14	1017.69442353827	-4.89475334321122	0.502921899199008	1.79173086896486e-23	1.42685631408018e-21	ABCA8	protein_coding
ENSG00000103150.7	1264.85723610487	-2.40287423111533	0.248385490959462	2.01342806720542e-23	1.59492266180772e-21	MLYCD	protein_coding
ENSG00000167992.13	331.83241125489	-4.13345971312271	0.423486188371996	2.26151447851402e-23	1.77268397984674e-21	VWCE	protein_coding
ENSG00000115042.10	1493.33030568096	-2.22601616162154	0.231011976795143	2.59709524203048e-23	2.01986552810698e-21	FAHD2A	protein_coding
ENSG00000124374.9	586.927129878209	-3.28473148835815	0.337746576362358	3.07460861122353e-23	2.3788890347769e-21	PAIP2B	protein_coding
ENSG00000148218.16	7181.34627212092	-2.67063825810988	0.277134297485609	3.91915988103808e-23	3.00131468843793e-21	ALAD	protein_coding
ENSG00000124120.11	1621.76285744258	-2.27015321866375	0.236603530925421	3.95077269251178e-23	3.01780578397654e-21	TTPAL	protein_coding
ENSG00000159403.18	49865.6642540259	-3.49436426483036	0.360604994885717	4.75739405367472e-23	3.59723864013086e-21	C1R	protein_coding
ENSG00000138792.10	1358.52610595668	-3.57555980671406	0.369003517640952	4.87390443206072e-23	3.67605341081093e-21	ENPEP	protein_coding
ENSG00000164849.10	30.7057051826902	-3.00097664666153	0.311039232830436	5.16670391425522e-23	3.87735877956251e-21	GPR146	protein_coding
ENSG00000185267.10	112.870979198378	-2.29443075566411	0.240041865686227	5.6894988923493e-23	4.2483956442298e-21	CDNF	protein_coding
ENSG00000153561.13	3207.45149197652	-1.76513183662901	0.184218648274667	5.81294369901837e-23	4.32977545223152e-21	RMND5A	protein_coding
ENSG00000166347.19	10980.2488047631	-3.3643385693983	0.348206043274907	5.96142959717317e-23	4.42935698332894e-21	CYB5A	protein_coding
ENSG00000149809.16	2670.10537310737	-3.31023699340514	0.342816752516574	6.1378192275638e-23	4.53789434891217e-21	TM7SF2	protein_coding
ENSG00000277893.2	2557.68670390825	-6.48650904905397	0.697606137091775	1.03677473560127e-22	7.49858596814226e-21	SRD5A2	protein_coding
ENSG00000180425.11	331.478460544332	-1.85501700557637	0.195172474867047	1.08215516312613e-22	7.80794507216522e-21	C11orf71	protein_coding
ENSG00000164117.14	892.572411552526	-1.84583996149253	0.194916705132305	1.52546590688896e-22	1.09014381026196e-20	FBXO8	protein_coding
ENSG00000162927.14	469.80903012197	-1.68613932826872	0.177637938026925	1.57299800563663e-22	1.12143522101851e-20	PUS10	protein_coding
ENSG00000125149.12	1145.88335862057	-2.00496513307589	0.2122100636451	1.62523438660722e-22	1.15318467389052e-20	C16orf70	protein_coding
ENSG00000143819.12	29523.6742905997	-3.79470218254857	0.397094163121489	1.79371215999112e-22	1.26971922474265e-20	EPHX1	protein_coding
ENSG00000174010.9	562.436839037493	-2.14437646809804	0.227530019821647	1.9575787846644e-22	1.37919485998132e-20	KLHL15	protein_coding
ENSG00000196553.15	19.1890403507563	-4.89038602254895	0.516300146005292	2.23116887339311e-22	1.56093199943948e-20	CCDC196	protein_coding
ENSG00000166819.12	395.343888391431	-4.80301775539761	0.507109870942	2.4224873292154e-22	1.68689623485341e-20	PLIN1	protein_coding
